ESTATECODE,SELLINGMARK,WAREHOUSENAME,GRADE,CHEST,NET WT.,INV #,LOT #,M / S,BUY/C,BUYER,,Valuation,UpperValuation,LEAFStandard,INFUSEDRemarks,LiquorRemark,LimitPrice,MinPrice,AskingPrice,PRICE
MF1362,CHANDRA ELIYA,E.B. STORES,BOP1,10,320,458,378,M,E41,EMPIRE TEAS (PVT) LTD,,1650,1670,Clean,Aroma,Quality,0,750,1750,1650
MF0655,BADDEGAMA,E.B. STORES,PEK,10,320,336,379,M,SQ4,SHAN TEAS (PVT) LTD,,1300,1320,Bold,Mixed,Plain,0,600,1400,1550
MF0655,BADDEGAMA,E.B. STORES,PEK1,10,400,339,380,M,S33,STASSEN EXPORTS LTD,,2100,2120,Clean,Aroma,Quality,0,1100,2200,2150
MF0353,YATADERIYA,E.B. STORES,PEK,10,320,621,381,M,E41,EMPIRE TEAS (PVT) LTD,,1600,1620,Clean,Aroma,Quality,0,700,1700,1800
MF0353,YATADERIYA,E.B. STORES,PEK1,10,380,622,382,M,U69,UNI WORLD TEAS (PVT) LTD,,2100,2120,Clean,Aroma,Quality,0,1100,2200,2150
MF1362,CHANDRA ELIYA,E.B. STORES,FBOPF1,10,400,453,383,M,A8,AKBAR BROTHERS (PVT) LTD,,950,970,Bold,Mixed,Plain,0,500,1050,940
MF1362,CHANDRA ELIYA,E.B. STORES,FBOPF1,20,800,457,384,M,A8,AKBAR BROTHERS (PVT) LTD,,1650,1670,Clean,Aroma,Quality,0,750,1750,1700
MF1362,CHANDRA ELIYA,E.B. STORES,FBOP,10,320,451,385,M,,,,1200,1220,Bold,Mixed,Plain,0,550,1300,0
MF0655,BADDEGAMA,E.B. STORES,FBOP,10,450,337,386,M,I29,IMPERIAL TEAS (PVT) LIMITED,,1750,1770,Clean,Aroma,Quality,0,850,1850,1600
MF0655,BADDEGAMA,E.B. STORES,FBOP,10,350,338,387,M,,,,1200,1220,Bold,Mixed,Plain,0,550,1300,0
MF0353,YATADERIYA,E.B. STORES,FBOPF1,10,500,619,388,M,A8,AKBAR BROTHERS (PVT) LTD,,2000,2020,Clean,Aroma,Quality,0,1050,2100,2000
MF0353,YATADERIYA,E.B. STORES,FBOPF1,10,400,0620R,389,M,F69,FINLAYS COLOMBO LIMITED,,1200,1220,Bold,Mixed,Plain,0,550,1300,1200
MF0353,YATADERIYA,E.B. STORES,FBOP,10,380,625,390,M,S33,STASSEN EXPORTS LTD,,1850,1870,Clean,Aroma,Quality,0,900,1950,1750
MF0353,YATADERIYA,E.B. STORES,FBOP,10,340,0626R,391,M,J31,JAFFERJEE & SONS(PVT)LTD,,1250,1270,Bold,Mixed,Plain,0,550,1350,1320
MF0353,YATADERIYA,E.B. STORES,FBOP,10,357,576,392,M,S33,STASSEN EXPORTS LTD,,1650,1670,Clean,Aroma,Quality,0,750,1750,1650
MF0494,AMPITTIAKANDE,E.B. STORES,FBOPFSp,2,80,0543R,393,M,A8,AKBAR BROTHERS (PVT) LTD,,3200,3220,Clean,Aroma,Quality,0,1650,3300,3800
MF0655,BADDEGAMA,E.B. STORES,FBOPFSp,2,100,343,394,M,INF,INFUSION COLOMBO (PVT) LTD,,2500,2520,Clean,Aroma,Quality,0,1300,2600,2050
MF0895,DOTEL OYA,E.B. STORES,BP,10,450,313,395,M,S23,STASSEN INTERNATIONAL LTD,,950,970,,,,0,400,970,920
MF0148B,GALGEWATTA,E.B. STORES,FGS1,20,1040,1279,396,M,,,,950,970,Bold,Mixed,Plain,0,400,970,0
MF0148B,GALGEWATTA,E.B. STORES,FGS,10,430,1287,397,M,JB8,J-CEY-TEA (PVT) LTD,,900,920,Clean,Aroma,Quality,0,400,920,860
MF0148B,GALGEWATTA,E.B. STORES,BM,20,460,1269,398,M,AE5,ANVERALLY & SONS (PVT) LTD,,750,770,Bold,Mixed,Plain,0,380,770,780
MF0817,WERALLAKANDA,E.B. STORES,BM,10,300,771,399,M,A8,AKBAR BROTHERS (PVT) LTD,,730,750,Bold,Mixed,Plain,0,380,750,790
MF1293,LUCKYLAND,E.B. STORES,FGS1,20,1160,282,400,M,DB8,DILMAH CEYLON TEA COMPANY PLC,,1430,1450,Clean,Aroma,Quality,0,500,1450,1350
MF0292,POONAGALLA,E.B. STORES,FGS1,20,1040,0468R,401,M,,,,1000,1020,Bold,Mixed,Plain,0,500,1020,0
MF0292,POONAGALLA,E.B. STORES,BP,10,440,0535R,402,M,,,,950,970,,,,0,400,970,0
MF0292,POONAGALLA,E.B. STORES,BM,20,600,0489R,403,M,A8,AKBAR BROTHERS (PVT) LTD,,750,770,Bold,Mixed,Plain,0,380,770,770
MF0105,CANNAVARELLA,E.B. STORES,FGS1,10,580,0244R,404,M,A8,AKBAR BROTHERS (PVT) LTD,,1250,1270,Clean,Aroma,Quality,0,500,1270,1220
MF0105,CANNAVARELLA,E.B. STORES,FGS1,10,577,0235R,405,M,A8,AKBAR BROTHERS (PVT) LTD,,1200,1220,Clean,Aroma,Quality,0,500,1220,1220
MF0388,GAMPAHA,E.B. STORES,FGS,10,450,0331R,406,M,A8,AKBAR BROTHERS (PVT) LTD,,800,820,Bold,Mixed,Plain,0,400,820,850
MF0388,GAMPAHA,E.B. STORES,BM,10,350,0334R,407,M,,,,750,770,Bold,Mixed,Plain,0,380,770,0
MF0494,AMPITTIAKANDE,E.B. STORES,BM,10,350,0549R,408,M,A8,AKBAR BROTHERS (PVT) LTD,,770,790,Bold,Mixed,Plain,0,380,790,770
MF0683,CRAIG,E.B. STORES,FGS1,10,500,0667R,409,M,T26,TEA PACKERS (PRIVATE) LIMITED.,,780,800,Blackish,Dark,Dull,0,400,800,850
MF0683,CRAIG,E.B. STORES,BP,10,440,0756R,410,M,S23,STASSEN INTERNATIONAL LTD,,1000,1020,,,,0,500,1020,980
MF0683,CRAIG,E.B. STORES,BM,20,720,0733R,411,M,A8,AKBAR BROTHERS (PVT) LTD,,780,800,Bold,Mixed,Plain,0,400,800,800
MF0243,KINELLAN,E.B. STORES,FGS,10,450,0448R,412,M,,,,750,770,Bold,Mixed,Plain,0,380,770,0
MF0243,KINELLAN,E.B. STORES,BP,15,705,0458R,413,M,S23,STASSEN INTERNATIONAL LTD,,800,820,,,,0,400,820,840
MF0243,KINELLAN,E.B. STORES,BM,10,350,0435R,414,M,A8,AKBAR BROTHERS (PVT) LTD,,750,770,Bold,Mixed,Plain,0,380,770,760
MF0234,GONAKELLE,E.B. STORES,FGS1,10,500,0566R,415,M,A8,AKBAR BROTHERS (PVT) LTD,,830,850,Bold,Mixed,Plain,0,400,850,870
MF0234,GONAKELLE,E.B. STORES,BP,10,450,0609R,416,M,,,,1100,1120,,,,0,500,1120,0
MF0234,GONAKELLE,E.B. STORES,BM,20,640,0607R,417,M,A8,AKBAR BROTHERS (PVT) LTD,,800,820,Bold,Mixed,Plain,0,400,820,790
MF0234,GONAKELLE,E.B. STORES,FGS1,10,497,0520R,418,M,A8,AKBAR BROTHERS (PVT) LTD,,760,780,Blackish,Dark,Dull,0,380,780,850
MF0668,HINDAGALA,E.B. STORES,BP,10,420,0627R,419,M,S23,STASSEN INTERNATIONAL LTD,,1050,1070,,,,0,500,1070,920
MF0668,HINDAGALA,E.B. STORES,BM,10,297,0596R,420,M,,,,750,770,Bold,Mixed,Plain,0,380,770,0
MF1362A,NEW GAMINI,E.B. STORES,FGS1,10,500,452,421,M,A23,ADAMEXPO,,800,820,Bold,Mixed,Plain,0,400,820,850
MF0353,YATADERIYA,E.B. STORES,FGS,10,450,531,422,M,A8,AKBAR BROTHERS (PVT) LTD,,820,840,Bold,Mixed,Plain,0,400,840,850
MF0353,YATADERIYA,E.B. STORES,BP,10,500,627,423,M,S23,STASSEN INTERNATIONAL LTD,,950,970,,,,0,400,970,890
MF0353,YATADERIYA,E.B. STORES,BM,10,360,614,424,M,H65,HERITAGE TEAS (PVT) LTD,,820,840,Bold,Mixed,Plain,0,400,840,850
MF0353,YATADERIYA,E.B. STORES,BT,20,460,0617R,425,M,MA6,MABROC TEAS (PVT) LTD,,800,820,,,,0,400,820,800
MF0353,YATADERIYA,E.B. STORES,BT,10,217,569,426,M,MQ2,MACSHAS IMPEX,,780,800,,,,0,400,800,780
MF1025,OAKDALE,E.B. STORES,FGS1,15,825,0339R,427,M,T26,TEA PACKERS (PRIVATE) LIMITED.,,830,850,Bold,Mixed,Plain,0,400,850,870
MF0148B,GALGEWATTA,E.B. STORES,BOP1A,20,520,1237,428,M,A8,AKBAR BROTHERS (PVT) LTD,,850,870,Bold,Mixed,Plain,0,400,870,870
MF0148B,GALGEWATTA,E.B. STORES,BOP1A,20,560,1261,429,M,A8,AKBAR BROTHERS (PVT) LTD,,870,890,Bold,Mixed,Plain,0,400,890,900
MF0148B,GALGEWATTA,E.B. STORES,BOP1A,20,520,1274,430,M,AE5,ANVERALLY & SONS (PVT) LTD,,860,880,Bold,Mixed,Plain,0,400,880,890
MF0156,UVA HIGHLANDS,MALWATTE VALLEY WAREHOUSE,BOP1A,10,260,0934R,431,M,D44,DELTA TEA CENTER,,750,770,Bold,Mixed,Plain,0,380,770,800
MF0581,AISLABY,MALWATTE VALLEY WAREHOUSE,BOP1A,20,500,0905R,432,M,A8,AKBAR BROTHERS (PVT) LTD,,760,780,Bold,Mixed,Plain,0,380,780,790
MF0292,POONAGALLA,E.B. STORES,BOP1A,20,560,0494R,433,M,D44,DELTA TEA CENTER,,700,720,Blackish,Dark,Dull,0,380,720,760
MF0388,GAMPAHA,E.B. STORES,BOP1A,10,250,357,434,M,A8,AKBAR BROTHERS (PVT) LTD,,730,750,Bold,Mixed,Plain,0,380,750,830
MF0388,GAMPAHA,E.B. STORES,BOP1A,10,250,0364R,435,M,AE5,ANVERALLY & SONS (PVT) LTD,,720,740,Bold,Mixed,Plain,0,380,740,820
MF0494,AMPITTIAKANDE,E.B. STORES,BOP1A,10,250,0523R,436,M,P2,PREMIER PEARL (PVT) LTD,,710,730,Bold,Mixed,Plain,0,380,730,800
MF0494,AMPITTIAKANDE,E.B. STORES,BOP1A,10,250,0524R,437,M,A8,AKBAR BROTHERS (PVT) LTD,,720,740,Bold,Mixed,Plain,0,380,740,800
MF0683,CRAIG,E.B. STORES,BOP1A,20,500,0734R,438,M,A8,AKBAR BROTHERS (PVT) LTD,,750,770,Bold,Mixed,Plain,0,380,770,860
MF0683,CRAIG,E.B. STORES,BOP1A,10,260,0786R,439,M,A8,AKBAR BROTHERS (PVT) LTD,,850,870,Bold,Mixed,Plain,0,400,870,880
MF0243,KINELLAN,E.B. STORES,BOP1A,10,270,432,440,M,A8,AKBAR BROTHERS (PVT) LTD,,740,760,Bold,Mixed,Plain,0,380,760,800
MF0234,GONAKELLE,E.B. STORES,BOP1A,20,500,0606R,441,M,AE5,ANVERALLY & SONS (PVT) LTD,,750,770,Bold,Mixed,Plain,0,380,770,820
MF0668,HINDAGALA,E.B. STORES,BOP1A,10,250,0545R,442,M,A8,AKBAR BROTHERS (PVT) LTD,,770,790,Bold,Mixed,Plain,0,380,790,870
MF0668,HINDAGALA,E.B. STORES,BOP1A,10,250,0609R,443,M,A8,AKBAR BROTHERS (PVT) LTD,,750,770,Bold,Mixed,Plain,0,380,770,810
MF0655,BADDEGAMA,E.B. STORES,BOP1A,20,680,270,444,M,,,,720,740,Bold,Mixed,Plain,0,380,740,0
MF0353,YATADERIYA,E.B. STORES,BOP1A,20,560,618,445,M,TROP,TROPICAL CEYLON TEA (PVT) LTD,,720,740,Bold,Mixed,Plain,0,380,740,820
MF0353,YATADERIYA,E.B. STORES,BOP1A,10,247,568,446,M,AE5,ANVERALLY & SONS (PVT) LTD,,850,870,Bold,Mixed,Plain,0,400,870,920
MF0034,STRATHSPEY,E.B. STORES,DUST1,10,600,0362R,447,M,SCL,SUNSHINE CONSUMER LANKA LIMITED,,1650,1670,Clean,Aroma,Quality,0,500,1670,1700
MF0374,BRUNSWICK,E.B. STORES,DUST1,20,1200,0311R,448,M,DB8,DILMAH CEYLON TEA COMPANY PLC,,1600,1620,Clean,Aroma,Quality,0,500,1620,1600
MF0374,BRUNSWICK,E.B. STORES,DUST1,20,1200,0314R,449,M,DB8,DILMAH CEYLON TEA COMPANY PLC,,1550,1570,Clean,Aroma,Quality,0,500,1570,1650
MF0374,BRUNSWICK,E.B. STORES,DUST1,10,600,0317R,450,M,H1,HARRISONS (COLOMBO) LTD,,1500,1520,Clean,Aroma,Quality,0,500,1520,1480
MF0374,BRUNSWICK,E.B. STORES,DUST1,20,1200,0332R,451,M,,,,1500,1520,Clean,Aroma,Quality,0,500,1520,0
MF0505,GLENUGIE,E.B. STORES,DUST1,10,650,0089R,452,M,C51,CEYLON TEA MARKETING (PVT) LTD,,1550,1570,Clean,Aroma,Quality,0,500,1570,1550
MF0399,MORAY,E.B. STORES,DUST1,10,600,0233R,453,M,H65,HERITAGE TEAS (PVT) LTD,,1650,1670,Clean,Aroma,Quality,0,500,1670,1600
MF0689,LAXAPANA,E.B. STORES,DUST1,20,1300,0395R,454,M,DB8,DILMAH CEYLON TEA COMPANY PLC,,1650,1670,Clean,Aroma,Quality,0,500,1670,1600
MF0502,GLENTILT,E.B. STORES,DUST1,10,650,0325R,456,M,H65,HERITAGE TEAS (PVT) LTD,,1500,1520,Clean,Aroma,Quality,0,500,1520,1850
MF0502,GLENTILT,E.B. STORES,DUST1,20,1300,0328R,457,M,C51,CEYLON TEA MARKETING (PVT) LTD,,1650,1670,Clean,Aroma,Quality,0,500,1670,1600
MF1293,LUCKYLAND,E.B. STORES,DUST1,10,650,0279R,458,M,SCL,SUNSHINE CONSUMER LANKA LIMITED,,1550,1570,Clean,Aroma,Quality,0,500,1570,1550
MF1293,LUCKYLAND,E.B. STORES,DUST1,20,1300,288,459,M,SCL,SUNSHINE CONSUMER LANKA LIMITED,,1550,1570,Clean,Aroma,Quality,0,500,1570,1600
MF0739,KIRKLEES,E.B. STORES,DUST1,20,1300,265,460,M,SCL,SUNSHINE CONSUMER LANKA LIMITED,,1550,1570,Clean,Aroma,Quality,0,500,1570,1600
MF0292,POONAGALLA,E.B. STORES,DUST1,10,600,0527R,461,M,,,,1000,1020,Clean,Aroma,Quality,0,500,1020,0
MF0105,CANNAVARELLA,E.B. STORES,DUST1,10,600,0245R,462,M,DB8,DILMAH CEYLON TEA COMPANY PLC,,1400,1420,Clean,Aroma,Quality,0,500,1420,1480
MF0034,STRATHSPEY,,BOP,20,1000,0369R,1,M,,,,,,,,,,,,0
MF0034,STRATHSPEY,,BOP,20,1000,0370R,2,M,,,,,,,,,,,,0
MF0034,STRATHSPEY,,BOPF,20,1160,0373R,3,M,SX5,SUN SHINE TEAS PRIVATE LIMITED,,1550,1570,Clean,Aroma,Quality,0,500,1600,1550
MF0034,STRATHSPEY,,BOPF,20,1120,0374R,4,M,E4,ESWARAN BROTHERS EXPORTS (PVT) LTD,,1550,1570,Clean,Aroma,Quality,0,500,1600,1500
MF0034,STRATHSPEY,,BOPF,20,1120,0375R,5,M,A8,AKBAR BROTHERS (PVT) LTD,,1600,1620,Clean,Aroma,Quality,0,500,1650,1500
MF0034,STRATHSPEY,,BOPF,20,1160,0376R,6,M,S23,STASSEN INTERNATIONAL LTD,,1600,1620,Clean,Aroma,Quality,0,500,1650,1500
MF0374,BRUNSWICK,,BOP,20,1000,0342R,7,M,,,,1550,1570,Clean,Aroma,Quality,0,500,1600,0
MF0374,BRUNSWICK,,BOP,20,1000,0348R,8,M,,,,1550,1570,Clean,Aroma,Quality,0,500,1600,0
MF0374,BRUNSWICK,,BOP,20,1000,0352R,9,M,,,,1500,1520,Clean,Aroma,Quality,0,500,1550,0
MF0374,BRUNSWICK,,BOPF,20,1160,0338R,10,M,R64,RANFER TEAS(PVT)LTD,,1500,1520,Clean,Aroma,Quality,0,500,1550,1550
MF0374,BRUNSWICK,,BOPF,20,1160,0339R,11,M,WBB,WALTERS BAY TEAS (PRIVATE) LIMITED,,1500,1520,Clean,Aroma,Quality,0,500,1550,1600
MF0374,BRUNSWICK,,BOPF,20,1160,0340R,12,M,E4,ESWARAN BROTHERS EXPORTS (PVT) LTD,,1600,1620,Clean,Aroma,Quality,0,500,1650,1500
MF0374,BRUNSWICK,,BOPF,20,1160,0341R,13,M,J7,A.F.JONES EXP. (CEY) LTD,,1600,1620,Clean,Aroma,Quality,0,500,1650,1500
MF0374,BRUNSWICK,,BOPF,20,1160,0343R,14,M,E4,ESWARAN BROTHERS EXPORTS (PVT) LTD,,1600,1620,Clean,Aroma,Quality,0,500,1650,1500
MF0374,BRUNSWICK,,BOPF,20,1160,0344R,15,M,S33,STASSEN EXPORTS LTD,,1550,1570,Clean,Aroma,Quality,0,500,1600,1500
MF0505,GLENUGIE,,BOP,20,1000,0091R,16,M,,,,1550,1570,Clean,Aroma,Quality,0,500,1600,0
MF0505,GLENUGIE,,BOPF,20,1160,0092R,17,M,SCL,SUNSHINE CONSUMER LANKA LIMITED,,1500,1520,Clean,Aroma,Quality,0,500,1550,1500
MF0505,GLENUGIE,,BOPF,20,1160,0095R,18,M,,,,1500,1520,Clean,Aroma,Quality,0,500,1550,0
MF0399,MORAY,,BOP,20,1000,0239R,19,M,U76,UNILEVER LIPTON CEYLON LIMITED,,1550,1570,Clean,Aroma,Quality,0,500,1600,1480
MF0399,MORAY,,BOPSp,20,960,0250R,20,M,,,,1550,1570,Clean,Aroma,Quality,0,500,1600,0
MF0399,MORAY,,BOPF,20,1160,0240R,21,M,A8,AKBAR BROTHERS (PVT) LTD,,1500,1520,Clean,Aroma,Quality,0,500,1550,1500
MF0399,MORAY,,BOPF,20,1160,0241R,22,M,SX5,SUN SHINE TEAS PRIVATE LIMITED,,1500,1520,Clean,Aroma,Quality,0,500,1550,1600
MF0399,MORAY,,BOPF,20,1160,0242R,23,M,R64,RANFER TEAS(PVT)LTD,,1550,1570,Clean,Aroma,Quality,0,500,1600,1500
MF0399,MORAY,,BOPF,20,1160,0245R,24,M,DB8,DILMAH CEYLON TEA COMPANY PLC,,1550,1570,Clean,Aroma,Quality,0,500,1600,1550
MF0399,MORAY,,BOPF,20,1160,0246R,25,M,E4,ESWARAN BROTHERS EXPORTS (PVT) LTD,,1550,1570,Clean,Aroma,Quality,0,500,1600,1550
MF0399,MORAY,,BOPF,20,1160,0247R,26,M,E4,ESWARAN BROTHERS EXPORTS (PVT) LTD,,1500,1520,Clean,Aroma,Quality,0,500,1550,1500
MF0689,LAXAPANA,,BOP,20,1000,0389R,27,M,,,,1500,1520,Clean,Aroma,Quality,0,500,1550,0
MF0689,LAXAPANA,,BOP,20,1000,0396R,28,M,,,,1500,1520,Clean,Aroma,Quality,0,500,1550,0
MF0689,LAXAPANA,,BOP,20,1000,0397R,29,M,,,,1600,1620,Clean,Aroma,Quality,0,500,1650,0
MF0689,LAXAPANA,,BOP,20,1000,0398R,30,M,,,,1600,1620,Clean,Aroma,Quality,0,500,1650,0
MF0689,LAXAPANA,,BOPF,20,1160,0405R,31,M,WBB,WALTERS BAY TEAS (PRIVATE) LIMITED,,1600,1620,Clean,Aroma,Quality,0,500,1650,1600
MF0689,LAXAPANA,,BOPF,20,1160,0406R,32,M,SX5,SUN SHINE TEAS PRIVATE LIMITED,,1550,1570,Clean,Aroma,Quality,0,500,1600,1650
MF0689,LAXAPANA,,BOPF,20,1160,0407R,33,M,SCL,SUNSHINE CONSUMER LANKA LIMITED,,1600,1620,Clean,Aroma,Quality,0,500,1650,1500
MF0689,LAXAPANA,,BOPF,20,1160,0411R,34,M,S23,STASSEN INTERNATIONAL LTD,,1600,1620,Clean,Aroma,Quality,0,500,1650,1650
MF0689,LAXAPANA,,BOPF,20,1160,0412R,35,M,E4,ESWARAN BROTHERS EXPORTS (PVT) LTD,,1550,1570,Clean,Aroma,Quality,0,500,1600,1550
MF0689,LAXAPANA,,BOPF,20,1160,0413R,36,M,SCL,SUNSHINE CONSUMER LANKA LIMITED,,1550,1570,Clean,Aroma,Quality,0,500,1600,1550
MF0502,GLENTILT,,BOP,20,1000,0341R,37,M,DB8,DILMAH CEYLON TEA COMPANY PLC,,1550,1570,Clean,Aroma,Quality,0,500,1600,1500
MF0502,GLENTILT,,BOP,20,1000,0344R,38,M,,,,1550,1570,Clean,Aroma,Quality,0,500,1600,0
MF0502,GLENTILT,,BOPSp,20,960,0348R,39,M,DB8,DILMAH CEYLON TEA COMPANY PLC,,1550,1570,Clean,Aroma,Quality,0,500,1600,1600
MF0502,GLENTILT,,BOPF,40,2320,0333R,40,M,SCL,SUNSHINE CONSUMER LANKA LIMITED,,1550,1570,Clean,Aroma,Quality,0,500,1600,1550
MF0502,GLENTILT,,BOPF,40,2320,0336R,41,M,DB8,DILMAH CEYLON TEA COMPANY PLC,,1550,1570,Clean,Aroma,Quality,0,500,1600,1550
MF0502,GLENTILT,,BOPF,20,1160,0337R,42,M,J2,JAFFERJEE BROS,,1600,1620,Clean,Aroma,Quality,0,500,1650,1700
MF0502,GLENTILT,,BOPF,20,1160,0339R,43,M,DB8,DILMAH CEYLON TEA COMPANY PLC,,1600,1620,Clean,Aroma,Quality,0,500,1650,1600
MF0502,GLENTILT,,BOPF,20,1160,0340R,44,M,DB8,DILMAH CEYLON TEA COMPANY PLC,,1600,1620,Clean,Aroma,Quality,0,500,1650,1550
MF0502,GLENTILT,,BOPF,20,1160,0345R,45,M,SCL,SUNSHINE CONSUMER LANKA LIMITED,,1600,1620,Clean,Aroma,Quality,0,500,1650,1500
MF0502,GLENTILT,,BOPF,20,1160,0347R,46,M,R64,RANFER TEAS(PVT)LTD,,1550,1570,Clean,Aroma,Quality,0,500,1600,1500
MF0502,GLENTILT,,BOPF,20,1160,0349R,47,M,E4,ESWARAN BROTHERS EXPORTS (PVT) LTD,,1550,1570,Clean,Aroma,Quality,0,500,1600,1500
MF0043,ST. CLAIR,,BOP,20,1000,0193R,48,M,,,,1550,1570,Clean,Aroma,Quality,0,500,1600,0
MF0043,ST. CLAIR,,BOPF,20,1160,0192R,49,M,S33,STASSEN EXPORTS LTD,,1550,1570,Clean,Aroma,Quality,0,500,1600,1500
MF0043,ST. CLAIR,,BOPF,20,1160,0194R,50,M,,,,1500,1520,Clean,Aroma,Quality,0,500,1550,0
MF1293,LUCKYLAND,,BOP,20,1000,290,51,M,T13,TEA TANG LTD,,1600,1620,Clean,Aroma,Quality,0,500,1650,1260
MF1293,LUCKYLAND,,BOPSp,20,960,0291R,52,M,,,,1500,1520,Clean,Aroma,Quality,0,500,1550,0
MF1293,LUCKYLAND,,BOPF,20,1160,0295R,53,M,U76,UNILEVER LIPTON CEYLON LIMITED,,1350,1370,Clean,Aroma,Quality,0,500,1400,1400
MF1293,LUCKYLAND,,BOPF,20,1160,296,54,M,U76,UNILEVER LIPTON CEYLON LIMITED,,1350,1370,Clean,Aroma,Quality,0,500,1400,1320
MF0739,KIRKLEES,,BOP,20,960,0271R,55,M,,,,1500,1520,Clean,Aroma,Quality,0,500,1550,0
MF0739,KIRKLEES,,BOPSp,20,960,267,56,M,WBB,WALTERS BAY TEAS (PRIVATE) LIMITED,,1450,1470,Clean,Aroma,Quality,0,500,1500,1250
MF0739,KIRKLEES,,BOPSp,20,960,274,57,M,,,,1450,1470,Clean,Aroma,Quality,0,500,1500,0
MF0739,KIRKLEES,,BOPF,20,1120,266,58,M,U76,UNILEVER LIPTON CEYLON LIMITED,,1350,1370,Clean,Aroma,Quality,0,500,1400,1300
MF0739,KIRKLEES,,BOPF,20,1120,0268R,59,M,SCL,SUNSHINE CONSUMER LANKA LIMITED,,1300,1320,Clean,Aroma,Quality,0,500,1350,1480
MF0739,KIRKLEES,,BOPF,20,1120,0273R,60,M,U76,UNILEVER LIPTON CEYLON LIMITED,,1500,1520,Clean,Aroma,Quality,0,500,1550,1300
MF0156,UVA HIGHLANDS,,BOPF,20,1100,0919R,61,M,WBB,WALTERS BAY TEAS (PRIVATE) LIMITED,,1450,1470,Clean,Aroma,Quality,0,500,1500,1000
MF0292,POONAGALLA,,BOPF,20,1100,0550R,62,M,,,,1450,1470,Clean,Aroma,Quality,0,500,1500,0
MF0105,CANNAVARELLA,,BOP,20,1000,0256R,63,M,T13,TEA TANG LTD,,1050,1070,Clean,Aroma,Quality,0,500,1100,1080
MF0105,CANNAVARELLA,,BOPF,20,1160,0252R,64,M,WBB,WALTERS BAY TEAS (PRIVATE) LIMITED,,1100,1120,Clean,Aroma,Quality,0,500,1150,1150
MF0105,CANNAVARELLA,,BOPF,20,1160,0253R,65,M,V3,VAN REES (CEY)LTD.,,1100,1120,Clean,Aroma,Quality,0,500,1150,1050
MF0895,DOTEL OYA,E.B. STORES,FBOPF,10,450,0325R,251,M,,,,1500,1520,Clean,Aroma,Quality,0,500,1520,0
MF0895,DOTEL OYA,E.B. STORES,FBOPF1,20,800,320,252,M,,,,1200,1220,Bold,Mixed,Plain,0,500,1220,0
MF0895,DOTEL OYA,E.B. STORES,FBOPF1,10,420,0326R,253,M,I29,IMPERIAL TEAS (PVT) LIMITED,,1800,1820,Clean,Aroma,Quality,0,500,1820,1700
MF0895,DOTEL OYA,E.B. STORES,FBOP1,10,320,0322R,254,M,J2,JAFFERJEE BROS,,1350,1370,Bold,Mixed,Plain,0,500,1370,1320
MF0895,DOTEL OYA,E.B. STORES,PEK,10,360,0328R,255,M,V67,VENTURE TEA (PVT) LTD,,1800,1820,Clean,Aroma,Quality,0,500,1820,1800
MF0895,DOTEL OYA,E.B. STORES,BOPA,10,300,302,256,M,LA3,LOLC HOLDINGS PLC,,1000,1020,,,,0,500,1020,960
MF0895,DOTEL OYA,E.B. STORES,FBOPF1,10,397,0292R,257,M,PJ7,PRESTIGE CEY TEAS (PVT) LTD.,,1200,1220,Bold,Mixed,Plain,0,500,1220,1100
MF0148B,GALGEWATTA,E.B. STORES,FBOPF,10,500,1298,258,M,,,,1600,1620,Clean,Aroma,Quality,0,500,1620,0
MF0148B,GALGEWATTA,E.B. STORES,FBOPF1,10,380,1301,259,M,,,,1550,1570,Clean,Aroma,Quality,0,500,1570,0
MF0148B,GALGEWATTA,E.B. STORES,FBOPF1,20,900,1303,260,M,I36,INTER TEA (PVT) LTD,,1900,1920,Clean,Aroma,Quality,0,500,1920,1750
MF0148B,GALGEWATTA,E.B. STORES,FBOPF1,10,450,1327,261,M,I36,INTER TEA (PVT) LTD,,1950,1970,Clean,Aroma,Quality,0,500,1970,1750
MF0148B,GALGEWATTA,E.B. STORES,FBOP,10,440,1306,262,M,V67,VENTURE TEA (PVT) LTD,,1950,1970,Clean,Aroma,Quality,0,500,1970,1800
MF0148B,GALGEWATTA,E.B. STORES,FBOP,20,700,1321,263,M,G14,GEORGE STEUART TEAS (PVT) LTD,,1600,1620,Clean,Aroma,Quality,0,500,1620,1500
MF0148B,GALGEWATTA,E.B. STORES,FBOP,10,360,1329,264,M,PJ7,PRESTIGE CEY TEAS (PVT) LTD.,,1550,1570,Clean,Aroma,Quality,0,500,1570,1500
MF0148B,GALGEWATTA,E.B. STORES,PEK,10,340,1316,265,M,V67,VENTURE TEA (PVT) LTD,,1600,1620,Clean,Aroma,Quality,0,500,1620,2150
MF0148B,GALGEWATTA,E.B. STORES,BOP1,10,350,1272,266,M,E41,EMPIRE TEAS (PVT) LTD,,1700,1720,Clean,Aroma,Quality,0,500,1720,1600
MF0148B,GALGEWATTA,E.B. STORES,BOP1,20,800,1302,267,M,I36,INTER TEA (PVT) LTD,,1900,1920,Clean,Aroma,Quality,0,500,1920,1750
MF0148B,GALGEWATTA,E.B. STORES,OP1,20,640,1293,268,M,BCTP,BARARI CEYLON TEAS (PVT) LTD,,1800,1820,Clean,Aroma,Quality,0,500,1820,1700
